OrderDetailKey|OrderDetailId|OrderId|ProductId|OrderDetailUnitPrice|Quantity|Discount|OrderKey|CustomerId|EmployeeId|OrderDate|RequiredDate|ShippedDate|ShipVia|Freight|ShipName|ShipAddress|ShipCity|ShipRegion|ShipPostalCode|ShipCountry|ProductKey|ProductName|SupplierId|CategoryId|QuantityPerUnit|ProductUnitPrice|UnitsInStock|UnitsOnOrder|ReorderLevel|Discontinued|CustomerKey|OrderDetailCompanyName|OrderDetailContactName|OrderDetailContactTitle|OrderDetailAddress|OrderDetailCity|OrderDetailRegion|OrderDetailPostalCode|OrderDetailCountry|OrderDetailPhone|OrderDetailFax|EmployeeKey|LastName|FirstName|Title|TitleOfCourtesy|BirthDate|HireDate|EmployeeAddress|EmployeeCity|EmployeeRegion|EmployeePostalCode|EmployeeCountry|HomePhone|Extension|Photo|Notes|ReportsTo|PhotoPath|SupplierKey|SupplierCompanyName|SupplierContactName|SupplierContactTitle|Address|City|Region|PostalCode|Country|SupplierPhone|SupplierFax|HomePage|CategoryKey|CategoryName|Description|OrderDateKey|OrderDateId|OrderDayNameNum|OrderDayNameFull|OrderDayNameAbbrev|OrderMonthNum|OrderMonthFull|OrderMonthAbbrev|OrderDay|OrderYear|OrderWeek|OrderQuarter|OrderHalf|RequiredDateKey|RequiredDateId|RequiredDayNameNum|RequiredDayNameFull|RequiredDayNameAbbrev|RequiredMonthNum|RequiredMonthFull|RequiredMonthAbbrev|RequiredDay|RequiredYear|RequiredWeek|RequiredQuarter|RequiredHalf|ShippedDateKey|ShippedDateId|ShippedDayNameNum|ShippedDayNameFull|ShippedDayNameAbbrev|ShippedMonthNum|ShippedMonthFull|ShippedMonthAbbrev|ShippedDay|ShippedYear|ShippedWeek|ShippedQuarter|ShippedHalf|BirthDateKey|BirthDateId|BirthDayNameNum|BirthDayNameFull|BirthDayNameAbbrev|BirthMonthNum|BirthMonthFull|BirthMonthAbbrev|BirthDay|BirthYear|BirthWeek|BirthQuarter|BirthHalf|HireDateKey|HireDateId|HireDayNameNum|HireDayNameFull|HireDayNameAbbrev|HireMonthNum|HireMonthFull|HireMonthAbbrev|HireDay|HireYear|HireWeek|HireQuarter|HireHalf|ShipperKey|CompanyName|Phone
10|10251/65|10251|65|16.8|20|0.0|3|VICTE|3|2012-07-08|2012-08-05|2012-07-15|1|41.34|Victuailles en stock|2, rue du Commerce|Lyon|Western Europe|69004|France|64|Louisiana Fiery Hot Pepper Sauce|2|2|32 - 8 oz bottles|21.05|76|0|0|0|83.0|Victuailles en stock|Mary Saveley|Sales Agent|2, rue du Commerce|Lyon|Western Europe|69004|France|78.32.54.86|78.32.54.87|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|1|New Orleans Cajun Delights|Shelley Burke|Order Administrator|P.O. Box 78934|New Orleans|North America|70117|USA|(100) 555-4822|Unknown Value|#CAJUN.HTM#|1|Condiments|Sweet and savory sauces, relishes, spreads, and seasonings|41096|41096|0|Sunday|Sun|7|July|Jul|8|2012|27|3|2|41124|41124|0|Sunday|Sun|8|August|Aug|5|2012|31|3|2|41103.0|41103.0|0|Sunday|Sun|7.0|July|Jul|15.0|2012.0|28.0|3.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|0|Speedy Express|(503) 555-9831
11|10252/20|10252|20|64.8|40|0.05|4|SUPRD|4|2012-07-09|2012-08-06|2012-07-11|2|51.3|Suprêmes délices|Boulevard Tirou, 255|Charleroi|Western Europe|B-6000|Belgium|19|Sir Rodney's Marmalade|8|3|30 gift boxes|81.0|40|0|0|0|75.0|Suprêmes délices|Pascale Cartrain|Accounting Manager|Boulevard Tirou, 255|Charleroi|Western Europe|B-6000|Belgium|(071) 23 67 22 20|(071) 23 67 22 21|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|7|Specialty Biscuits, Ltd.|Peter Wilson|Sales Representative|29 King's Way|Manchester|British Isles|M14 GSD|UK|(161) 555-4448|Unknown Value|Unknown Value|2|Confections|Desserts, candies, and sweet breads|41097|41097|1|Monday|Mon|7|July|Jul|9|2012|28|3|2|41125|41125|1|Monday|Mon|8|August|Aug|6|2012|32|3|2|41099.0|41099.0|3|Wednesday|Wed|7.0|July|Jul|11.0|2012.0|28.0|3.0|2.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|1|United Package|(503) 555-3199
12|10252/33|10252|33|2.0|25|0.05|4|SUPRD|4|2012-07-09|2012-08-06|2012-07-11|2|51.3|Suprêmes délices|Boulevard Tirou, 255|Charleroi|Western Europe|B-6000|Belgium|32|Geitost|15|4|500 g|2.5|112|0|20|0|75.0|Suprêmes délices|Pascale Cartrain|Accounting Manager|Boulevard Tirou, 255|Charleroi|Western Europe|B-6000|Belgium|(071) 23 67 22 20|(071) 23 67 22 21|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|14|Norske Meierier|Beate Vileid|Marketing Manager|Hatlevegen 5|Sandvika|Scandinavia|1320|Norway|(0)2-953010|Unknown Value|Unknown Value|3|Dairy Products|Cheeses|41097|41097|1|Monday|Mon|7|July|Jul|9|2012|28|3|2|41125|41125|1|Monday|Mon|8|August|Aug|6|2012|32|3|2|41099.0|41099.0|3|Wednesday|Wed|7.0|July|Jul|11.0|2012.0|28.0|3.0|2.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|1|United Package|(503) 555-3199
13|10252/60|10252|60|27.2|40|0.0|4|SUPRD|4|2012-07-09|2012-08-06|2012-07-11|2|51.3|Suprêmes délices|Boulevard Tirou, 255|Charleroi|Western Europe|B-6000|Belgium|59|Camembert Pierrot|28|4|15 - 300 g rounds|34.0|19|0|0|0|75.0|Suprêmes délices|Pascale Cartrain|Accounting Manager|Boulevard Tirou, 255|Charleroi|Western Europe|B-6000|Belgium|(071) 23 67 22 20|(071) 23 67 22 21|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|27|Gai pâturage|Eliane Noz|Sales Representative|Bat. B 3, rue des Alpes|Annecy|Western Europe|74000|France|38.76.98.06|38.76.98.58|Unknown Value|3|Dairy Products|Cheeses|41097|41097|1|Monday|Mon|7|July|Jul|9|2012|28|3|2|41125|41125|1|Monday|Mon|8|August|Aug|6|2012|32|3|2|41099.0|41099.0|3|Wednesday|Wed|7.0|July|Jul|11.0|2012.0|28.0|3.0|2.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|1|United Package|(503) 555-3199
14|10253/31|10253|31|10.0|20|0.0|5|HANAR|3|2012-07-10|2012-07-24|2012-07-16|2|58.17|Hanari Carnes|Rua do Paço, 67|Rio de Janeiro|South America|05454-876|Brazil|30|Gorgonzola Telino|14|4|12 - 100 g pkgs|12.5|0|70|20|0|33.0|Hanari Carnes|Mario Pontes|Accounting Manager|Rua do Paço, 67|Rio de Janeiro|South America|05454-876|Brazil|(21) 555-0091|(21) 555-8765|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|13|Formaggi Fortini s.r.l.|Elio Rossi|Sales Representative|Viale Dante, 75|Ravenna|Southern Europe|48100|Italy|(0544) 60323|(0544) 60603|#FORMAGGI.HTM#|3|Dairy Products|Cheeses|41098|41098|2|Tuesday|Tue|7|July|Jul|10|2012|28|3|2|41112|41112|2|Tuesday|Tue|7|July|Jul|24|2012|30|3|2|41104.0|41104.0|1|Monday|Mon|7.0|July|Jul|16.0|2012.0|29.0|3.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|1|United Package|(503) 555-3199
15|10253/39|10253|39|14.4|42|0.0|5|HANAR|3|2012-07-10|2012-07-24|2012-07-16|2|58.17|Hanari Carnes|Rua do Paço, 67|Rio de Janeiro|South America|05454-876|Brazil|38|Chartreuse verte|18|1|750 cc per bottle|18.0|69|0|5|0|33.0|Hanari Carnes|Mario Pontes|Accounting Manager|Rua do Paço, 67|Rio de Janeiro|South America|05454-876|Brazil|(21) 555-0091|(21) 555-8765|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|17|Aux joyeux ecclésiastiques|Guylène Nodier|Sales Manager|203, Rue des Francs-Bourgeois|Paris|Western Europe|75004|France|(1) 03.83.00.68|(1) 03.83.00.62|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41098|41098|2|Tuesday|Tue|7|July|Jul|10|2012|28|3|2|41112|41112|2|Tuesday|Tue|7|July|Jul|24|2012|30|3|2|41104.0|41104.0|1|Monday|Mon|7.0|July|Jul|16.0|2012.0|29.0|3.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|1|United Package|(503) 555-3199
16|10253/49|10253|49|16.0|40|0.0|5|HANAR|3|2012-07-10|2012-07-24|2012-07-16|2|58.17|Hanari Carnes|Rua do Paço, 67|Rio de Janeiro|South America|05454-876|Brazil|48|Maxilaku|23|3|24 - 50 g pkgs.|20.0|10|60|15|0|33.0|Hanari Carnes|Mario Pontes|Accounting Manager|Rua do Paço, 67|Rio de Janeiro|South America|05454-876|Brazil|(21) 555-0091|(21) 555-8765|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|22|Karkki Oy|Anne Heikkonen|Product Manager|Valtakatu 12|Lappeenranta|Scandinavia|53120|Finland|(953) 10956|Unknown Value|Unknown Value|2|Confections|Desserts, candies, and sweet breads|41098|41098|2|Tuesday|Tue|7|July|Jul|10|2012|28|3|2|41112|41112|2|Tuesday|Tue|7|July|Jul|24|2012|30|3|2|41104.0|41104.0|1|Monday|Mon|7.0|July|Jul|16.0|2012.0|29.0|3.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|1|United Package|(503) 555-3199
17|10254/24|10254|24|3.6|15|0.15|6|CHOPS|5|2012-07-11|2012-08-08|2012-07-23|2|22.98|Chop-suey Chinese|Hauptstr. 31|Bern|Western Europe|3012|Switzerland|23|Guaraná Fantástica|10|1|12 - 355 ml cans|4.5|20|0|0|1|13.0|Chop-suey Chinese|Yang Wang|Owner|Hauptstr. 29|Bern|Western Europe|3012|Switzerland|0452-076545|Unknown Value|4|Buchanan|Steven|Sales Manager|Mr.|1987-03-04|2025-10-17|14 Garrett Hill|London|British Isles|SW1 8JR|UK|(71) 555-4848|3453|Unknown Value|Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management.'  He is fluent in French.|2.0|http://accweb/emmployees/buchanan.bmp|9|Refrescos Americanas LTDA|Carlos Diaz|Marketing Manager|Av. das Americanas 12.890|Sao Paulo|South America|5442|Brazil|(11) 555 4640|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41099|41099|3|Wednesday|Wed|7|July|Jul|11|2012|28|3|2|41127|41127|3|Wednesday|Wed|8|August|Aug|8|2012|32|3|2|41111.0|41111.0|1|Monday|Mon|7.0|July|Jul|23.0|2012.0|30.0|3.0|2.0|31838|31838|3|Wednesday|Wed|3|March|Mar|4|1987|10|1|1|45945|45945|5|Friday|Fri|10|October|Oct|17|2025|42|4|2|1|United Package|(503) 555-3199
18|10254/55|10254|55|19.2|21|0.15|6|CHOPS|5|2012-07-11|2012-08-08|2012-07-23|2|22.98|Chop-suey Chinese|Hauptstr. 31|Bern|Western Europe|3012|Switzerland|54|Pâté chinois|25|6|24 boxes x 2 pies|24.0|115|0|20|0|13.0|Chop-suey Chinese|Yang Wang|Owner|Hauptstr. 29|Bern|Western Europe|3012|Switzerland|0452-076545|Unknown Value|4|Buchanan|Steven|Sales Manager|Mr.|1987-03-04|2025-10-17|14 Garrett Hill|London|British Isles|SW1 8JR|UK|(71) 555-4848|3453|Unknown Value|Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management.'  He is fluent in French.|2.0|http://accweb/emmployees/buchanan.bmp|24|Ma Maison|Jean-Guy Lauzon|Marketing Manager|2960 Rue St. Laurent|Montréal|North America|H1J 1C3|Canada|(514) 555-9022|Unknown Value|Unknown Value|5|Meat/Poultry|Prepared meats|41099|41099|3|Wednesday|Wed|7|July|Jul|11|2012|28|3|2|41127|41127|3|Wednesday|Wed|8|August|Aug|8|2012|32|3|2|41111.0|41111.0|1|Monday|Mon|7.0|July|Jul|23.0|2012.0|30.0|3.0|2.0|31838|31838|3|Wednesday|Wed|3|March|Mar|4|1987|10|1|1|45945|45945|5|Friday|Fri|10|October|Oct|17|2025|42|4|2|1|United Package|(503) 555-3199
19|10254/74|10254|74|8.0|21|0.0|6|CHOPS|5|2012-07-11|2012-08-08|2012-07-23|2|22.98|Chop-suey Chinese|Hauptstr. 31|Bern|Western Europe|3012|Switzerland|73|Longlife Tofu|4|7|5 kg pkg.|10.0|4|20|5|0|13.0|Chop-suey Chinese|Yang Wang|Owner|Hauptstr. 29|Bern|Western Europe|3012|Switzerland|0452-076545|Unknown Value|4|Buchanan|Steven|Sales Manager|Mr.|1987-03-04|2025-10-17|14 Garrett Hill|London|British Isles|SW1 8JR|UK|(71) 555-4848|3453|Unknown Value|Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management.'  He is fluent in French.|2.0|http://accweb/emmployees/buchanan.bmp|3|Tokyo Traders|Yoshi Nagase|Marketing Manager|9-8 Sekimai Musashino-shi|Tokyo|Eastern Asia|100|Japan|(03) 3555-5011|Unknown Value|Unknown Value|6|Produce|Dried fruit and bean curd|41099|41099|3|Wednesday|Wed|7|July|Jul|11|2012|28|3|2|41127|41127|3|Wednesday|Wed|8|August|Aug|8|2012|32|3|2|41111.0|41111.0|1|Monday|Mon|7.0|July|Jul|23.0|2012.0|30.0|3.0|2.0|31838|31838|3|Wednesday|Wed|3|March|Mar|4|1987|10|1|1|45945|45945|5|Friday|Fri|10|October|Oct|17|2025|42|4|2|1|United Package|(503) 555-3199
20|10255/2|10255|2|15.2|20|0.0|7|RICSU|9|2012-07-12|2012-08-09|2012-07-15|3|148.33|Richter Supermarkt|Starenweg 5|Genève|Western Europe|1204|Switzerland|1|Chang|1|1|24 - 12 oz bottles|19.0|17|40|25|0|67.0|Richter Supermarkt|Michael Holz|Sales Manager|Grenzacherweg 237|Genève|Western Europe|1203|Switzerland|0897-034214|Unknown Value|8|Dodsworth|Anne|Sales Representative|Ms.|1998-01-27|2026-11-15|7 Houndstooth Rd.|London|British Isles|WG2 7LT|UK|(71) 555-4444|452|Unknown Value|Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.|5.0|http://accweb/emmployees/davolio.bmp|0|Exotic Liquids|Charlotte Cooper|Purchasing Manager|49 Gilbert St.|London|British Isles|EC1 4SD|UK|(171) 555-2222|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41100|41100|4|Thursday|Thu|7|July|Jul|12|2012|28|3|2|41128|41128|4|Thursday|Thu|8|August|Aug|9|2012|32|3|2|41103.0|41103.0|0|Sunday|Sun|7.0|July|Jul|15.0|2012.0|28.0|3.0|2.0|35820|35820|2|Tuesday|Tue|1|January|Jan|27|1998|5|1|1|46339|46339|0|Sunday|Sun|11|November|Nov|15|2026|46|4|2|2|Federal Shipping|(503) 555-9931
21|10255/16|10255|16|13.9|35|0.0|7|RICSU|9|2012-07-12|2012-08-09|2012-07-15|3|148.33|Richter Supermarkt|Starenweg 5|Genève|Western Europe|1204|Switzerland|15|Pavlova|7|3|32 - 500 g boxes|17.45|29|0|10|0|67.0|Richter Supermarkt|Michael Holz|Sales Manager|Grenzacherweg 237|Genève|Western Europe|1203|Switzerland|0897-034214|Unknown Value|8|Dodsworth|Anne|Sales Representative|Ms.|1998-01-27|2026-11-15|7 Houndstooth Rd.|London|British Isles|WG2 7LT|UK|(71) 555-4444|452|Unknown Value|Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.|5.0|http://accweb/emmployees/davolio.bmp|6|Pavlova, Ltd.|Ian Devling|Marketing Manager|74 Rose St. Moonie Ponds|Melbourne|Victoria|3058|Australia|(03) 444-2343|(03) 444-6588|Unknown Value|2|Confections|Desserts, candies, and sweet breads|41100|41100|4|Thursday|Thu|7|July|Jul|12|2012|28|3|2|41128|41128|4|Thursday|Thu|8|August|Aug|9|2012|32|3|2|41103.0|41103.0|0|Sunday|Sun|7.0|July|Jul|15.0|2012.0|28.0|3.0|2.0|35820|35820|2|Tuesday|Tue|1|January|Jan|27|1998|5|1|1|46339|46339|0|Sunday|Sun|11|November|Nov|15|2026|46|4|2|2|Federal Shipping|(503) 555-9931
22|10255/36|10255|36|15.2|25|0.0|7|RICSU|9|2012-07-12|2012-08-09|2012-07-15|3|148.33|Richter Supermarkt|Starenweg 5|Genève|Western Europe|1204|Switzerland|35|Inlagd Sill|17|8|24 - 250 g  jars|19.0|112|0|20|0|67.0|Richter Supermarkt|Michael Holz|Sales Manager|Grenzacherweg 237|Genève|Western Europe|1203|Switzerland|0897-034214|Unknown Value|8|Dodsworth|Anne|Sales Representative|Ms.|1998-01-27|2026-11-15|7 Houndstooth Rd.|London|British Isles|WG2 7LT|UK|(71) 555-4444|452|Unknown Value|Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.|5.0|http://accweb/emmployees/davolio.bmp|16|Svensk Sjöföda AB|Michael Björn|Sales Representative|Brovallavägen 231|Stockholm|Northern Europe|S-123 45|Sweden|08-123 45 67|Unknown Value|Unknown Value|7|Seafood|Seaweed and fish|41100|41100|4|Thursday|Thu|7|July|Jul|12|2012|28|3|2|41128|41128|4|Thursday|Thu|8|August|Aug|9|2012|32|3|2|41103.0|41103.0|0|Sunday|Sun|7.0|July|Jul|15.0|2012.0|28.0|3.0|2.0|35820|35820|2|Tuesday|Tue|1|January|Jan|27|1998|5|1|1|46339|46339|0|Sunday|Sun|11|November|Nov|15|2026|46|4|2|2|Federal Shipping|(503) 555-9931
23|10255/59|10255|59|44.0|30|0.0|7|RICSU|9|2012-07-12|2012-08-09|2012-07-15|3|148.33|Richter Supermarkt|Starenweg 5|Genève|Western Europe|1204|Switzerland|58|Raclette Courdavault|28|4|5 kg pkg.|55.0|79|0|0|0|67.0|Richter Supermarkt|Michael Holz|Sales Manager|Grenzacherweg 237|Genève|Western Europe|1203|Switzerland|0897-034214|Unknown Value|8|Dodsworth|Anne|Sales Representative|Ms.|1998-01-27|2026-11-15|7 Houndstooth Rd.|London|British Isles|WG2 7LT|UK|(71) 555-4444|452|Unknown Value|Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.|5.0|http://accweb/emmployees/davolio.bmp|27|Gai pâturage|Eliane Noz|Sales Representative|Bat. B 3, rue des Alpes|Annecy|Western Europe|74000|France|38.76.98.06|38.76.98.58|Unknown Value|3|Dairy Products|Cheeses|41100|41100|4|Thursday|Thu|7|July|Jul|12|2012|28|3|2|41128|41128|4|Thursday|Thu|8|August|Aug|9|2012|32|3|2|41103.0|41103.0|0|Sunday|Sun|7.0|July|Jul|15.0|2012.0|28.0|3.0|2.0|35820|35820|2|Tuesday|Tue|1|January|Jan|27|1998|5|1|1|46339|46339|0|Sunday|Sun|11|November|Nov|15|2026|46|4|2|2|Federal Shipping|(503) 555-9931
24|10256/53|10256|53|26.2|15|0.0|8|WELLI|3|2012-07-15|2012-08-12|2012-07-17|2|13.97|Wellington Importadora|Rua do Mercado, 12|Resende|South America|08737-363|Brazil|52|Perth Pasties|24|6|48 pieces|32.8|0|0|0|1|87.0|Wellington Importadora|Paula Parente|Sales Manager|Rua do Mercado, 12|Resende|South America|08737-363|Brazil|(14) 555-8122|Unknown Value|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|23|G'day, Mate|Wendy Mackenzie|Sales Representative|170 Prince Edward Parade Hunter's Hill|Sydney|NSW|2042|Australia|(02) 555-5914|(02) 555-4873|G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#|5|Meat/Poultry|Prepared meats|41103|41103|0|Sunday|Sun|7|July|Jul|15|2012|28|3|2|41131|41131|0|Sunday|Sun|8|August|Aug|12|2012|32|3|2|41105.0|41105.0|2|Tuesday|Tue|7.0|July|Jul|17.0|2012.0|29.0|3.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|1|United Package|(503) 555-3199
25|10256/77|10256|77|10.4|12|0.0|8|WELLI|3|2012-07-15|2012-08-12|2012-07-17|2|13.97|Wellington Importadora|Rua do Mercado, 12|Resende|South America|08737-363|Brazil|76|Original Frankfurter grüne Soße|12|2|12 boxes|13.0|32|0|15|0|87.0|Wellington Importadora|Paula Parente|Sales Manager|Rua do Mercado, 12|Resende|South America|08737-363|Brazil|(14) 555-8122|Unknown Value|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|11|Plutzer Lebensmittelgroßmärkte AG|Martin Bein|International Marketing Mgr.|Bogenallee 51|Frankfurt|Western Europe|60439|Germany|(069) 992755|Unknown Value|Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#|1|Condiments|Sweet and savory sauces, relishes, spreads, and seasonings|41103|41103|0|Sunday|Sun|7|July|Jul|15|2012|28|3|2|41131|41131|0|Sunday|Sun|8|August|Aug|12|2012|32|3|2|41105.0|41105.0|2|Tuesday|Tue|7.0|July|Jul|17.0|2012.0|29.0|3.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|1|United Package|(503) 555-3199
26|10257/27|10257|27|35.1|25|0.0|9|HILAA|4|2012-07-16|2012-08-13|2012-07-22|3|81.91|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|South America|5022|Venezuela|26|Schoggi Schokolade|11|3|100 - 100 g pieces|43.9|49|0|30|0|34.0|HILARION-Abastos|Carlos Hernández|Sales Representative|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|South America|5022|Venezuela|(5) 555-1340|(5) 555-1948|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|10|Heli Süßwaren GmbH & Co. KG|Petra Winkler|Sales Manager|Tiergartenstraße 5|Berlin|Western Europe|10785|Germany|(010) 9984510|Unknown Value|Unknown Value|2|Confections|Desserts, candies, and sweet breads|41104|41104|1|Monday|Mon|7|July|Jul|16|2012|29|3|2|41132|41132|1|Monday|Mon|8|August|Aug|13|2012|33|3|2|41110.0|41110.0|0|Sunday|Sun|7.0|July|Jul|22.0|2012.0|29.0|3.0|2.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|2|Federal Shipping|(503) 555-9931
